,head,relation,tail,head_rank,tail_rank,head_rank_2,tail_rank_2,rank_difference_tail,have_inv
1736,5893653,_hypernym,5833840,1.0,1.0,294.0,26.0,25.0,1
1738,11947251,_hypernym,13118707,1.0,1.0,574.0,11.0,10.0,1
1740,13192025,_member_meronym,13199244,1.0,1.0,1.0,9.0,8.0,1
1742,13248928,_hypernym,13248393,1.0,1.0,1.0,4.0,3.0,1
1743,4692908,_hypernym,4692157,1.0,1.0,172.0,58.0,57.0,1
1744,427397,_hypernym,2609764,1.0,1.0,47.0,6.0,5.0,1
1745,653719,_hypernym,634586,1.0,1.0,40777.0,5849.0,5848.0,1
1748,1402381,_member_meronym,1402169,1.0,1.0,40894.0,19443.0,19442.0,1
1749,8977948,_has_part,8978161,1.0,1.0,88.0,115.0,114.0,1
1750,246217,_hypernym,247390,1.0,1.0,5948.0,5569.0,5568.0,1
1753,12423565,_member_meronym,12445848,1.0,1.0,2.0,38.0,37.0,1
1756,9454265,_instance_hypernym,9215664,1.0,1.0,3.0,1.0,0.0,1
1758,12538603,_member_meronym,12540250,1.0,1.0,301.0,1768.0,1767.0,1
1759,8860123,_member_of_domain_region,3476684,1.0,1.0,1.0,5565.0,5564.0,1
1760,1438720,_member_meronym,1440344,1.0,72.0,1.0,48.0,-24.0,0
1761,8860123,_member_of_domain_region,13249245,1.0,1.0,1.0,201.0,200.0,1
1762,363052,_hypernym,362659,1.0,1.0,3.0,6.0,5.0,1
1763,7705931,_hypernym,13134947,1.0,1.0,35.0,15.0,14.0,1
1768,9683306,_hypernym,9682291,1.0,1.0,24.0,1.0,0.0,1
1769,2157557,_hypernym,5470189,1.0,1.0,759.0,121.0,120.0,1
1772,7331210,_hypernym,7427337,1.0,1.0,359.0,148.0,147.0,1
1775,3009269,_derivationally_related_form,1949817,2.0,2.0,4.0,1.0,-1.0,0
1776,3499142,_hypernym,3290771,1.0,1.0,7810.0,2578.0,2577.0,1
1778,1751979,_member_meronym,1752165,8.0,110.0,12.0,116.0,6.0,0
1780,12515711,_has_part,12515925,1.0,1.0,14.0,6.0,5.0,1
1782,1987353,_member_meronym,1987545,1.0,1.0,5.0,4.0,3.0,1
1783,2104882,_hypernym,2104523,1.0,1.0,40745.0,18249.0,18248.0,1
1784,566895,_hypernym,126264,1.0,1.0,94.0,4.0,3.0,1
1786,1369346,_also_see,1259691,38.0,123.0,18.0,21.0,-102.0,0
1787,4062179,_hypernym,3579982,1.0,1.0,40592.0,4553.0,4552.0,1
1788,3845550,_hypernym,4074482,1.0,1.0,142.0,54.0,53.0,1
1790,476389,_has_part,457228,1.0,1.0,1657.0,1117.0,1116.0,1
1791,10070711,_hypernym,10047459,1.0,1.0,1961.0,1099.0,1098.0,1
1792,1736569,_member_meronym,1736796,1.0,1.0,18.0,15.0,14.0,1
1794,330003,_hypernym,328802,1.0,1.0,40437.0,1160.0,1159.0,1
1796,1547641,_hypernym,1494310,1.0,1.0,1068.0,39.0,38.0,1
1800,331102,_derivationally_related_form,2753255,4.0,15.0,1.0,7.0,-8.0,0
1801,12586110,_hypernym,11556857,1.0,1.0,2.0,1.0,0.0,1
1802,12166128,_hypernym,12157769,1.0,1.0,28.0,6.0,5.0,1
1804,15153787,_hypernym,15144371,1.0,1.0,5.0,1.0,0.0,1
1807,1941987,_synset_domain_topic_of,300441,1.0,1.0,5.0,1.0,0.0,1
1808,6770875,_hypernym,6722453,1.0,1.0,419.0,16.0,15.0,1
1810,28651,_has_part,27167,1.0,1.0,8.0,7.0,6.0,1
1811,10141590,_hypernym,10373998,1.0,1.0,40808.0,19995.0,19994.0,1
1817,2690093,_hypernym,2655135,1.0,1.0,6.0,9.0,8.0,1
1819,8860123,_member_of_domain_region,10229721,1.0,1.0,1.0,1606.0,1605.0,1
1820,2769290,_hypernym,3996416,1.0,1.0,2.0,1.0,0.0,1
1821,365188,_hypernym,126264,1.0,1.0,429.0,64.0,63.0,1
1823,8860123,_member_of_domain_region,5909384,1.0,1.0,1.0,8424.0,8423.0,1
1826,2593107,_hypernym,2413480,1.0,1.0,98.0,10.0,9.0,1
1830,2431337,_hypernym,2431122,1.0,1.0,40592.0,32210.0,32209.0,1
1831,928015,_hypernym,831651,1.0,1.0,439.0,6.0,5.0,1
1835,12423565,_member_meronym,12443144,1.0,1.0,1.0,13.0,12.0,1
1836,431610,_hypernym,140123,1.0,1.0,558.0,41.0,40.0,1
1838,58645,_hypernym,56930,1.0,1.0,7.0,2.0,1.0,1
1839,6238,_hypernym,104868,1.0,1.0,14.0,5.0,4.0,1
1840,12787565,_member_meronym,12791539,1.0,1.0,14.0,80.0,79.0,1
1841,11708181,_member_meronym,11708442,1.0,1.0,9.0,26.0,25.0,1
1843,10745332,_hypernym,9863238,1.0,1.0,2.0,1.0,0.0,1
1845,12932532,_hypernym,11585340,1.0,1.0,5.0,2.0,1.0,1
1846,1690294,_synset_domain_topic_of,933420,1.0,1.0,3.0,1.0,0.0,1
1847,11911591,_member_meronym,11938977,1.0,1.0,1.0,2.0,1.0,1
1848,1884348,_member_meronym,1884476,1.0,1.0,5.0,5.0,4.0,1
1850,9207288,_has_part,8848094,1.0,1.0,1.0,2.0,1.0,1
1853,1408153,_synset_domain_topic_of,464894,1.0,1.0,13.0,1.0,0.0,1
1854,2708224,_hypernym,3082979,1.0,1.0,40683.0,876.0,875.0,1
1855,61079,_hypernym,60833,1.0,1.0,40716.0,5157.0,5156.0,1
1858,14094068,_hypernym,14058563,1.0,1.0,40.0,48.0,47.0,1
1860,8293490,_hypernym,7951464,1.0,1.0,18136.0,222.0,221.0,1
1863,5407119,_hypernym,5404728,1.0,1.0,13308.0,24970.0,24969.0,1
1864,1999374,_member_meronym,1999767,1.0,1.0,14.0,166.0,165.0,1
1865,13631037,_hypernym,13601596,1.0,1.0,23.0,1.0,0.0,1
1869,24279,_hypernym,22686,1.0,1.0,4.0,2.0,1.0,1
1873,9411430,_has_part,9475292,1.0,1.0,4.0,1.0,0.0,1
1877,2460684,_member_meronym,2460817,1.0,1.0,3.0,3.0,2.0,1
1878,5936704,_hypernym,5928118,1.0,1.0,11.0,3.0,2.0,1
1879,14770838,_hypernym,4528630,1.0,1.0,5.0,1.0,0.0,1
1880,2952109,_hypernym,3309808,1.0,1.0,19529.0,398.0,397.0,1
1881,2711835,_derivationally_related_form,3390983,390.0,477.0,86.0,110.0,-367.0,0
1882,2461701,_hypernym,1864707,1.0,1.0,31.0,2.0,1.0,1
1884,239321,_hypernym,109660,1.0,1.0,36.0,4.0,3.0,1
1885,6295235,_member_of_domain_usage,3688192,1.0,1.0,1.0,636.0,635.0,1
1888,8976913,_instance_hypernym,8524735,1.0,1.0,304.0,1.0,0.0,1
1890,1704953,_synset_domain_topic_of,929718,1.0,1.0,3.0,1.0,0.0,1
1891,8847694,_has_part,9044190,1.0,1.0,2.0,6.0,5.0,1
1893,6451891,_has_part,6433249,1.0,1.0,4.0,4.0,3.0,1
1894,8230679,_hypernym,8227214,1.0,1.0,40590.0,631.0,630.0,1
1895,1600909,_hypernym,1507175,1.0,1.0,76.0,4.0,3.0,1
1896,12915400,_hypernym,11566230,1.0,1.0,378.0,14.0,13.0,1
1898,12536665,_hypernym,11585340,1.0,1.0,2.0,1.0,0.0,1
1900,1809064,_hypernym,725274,1.0,1.0,1.0,3.0,2.0,1
1902,12226322,_member_meronym,12233759,1.0,1.0,4.0,18.0,17.0,1
1903,1538161,_hypernym,1534147,1.0,1.0,67.0,9.0,8.0,1
1905,11335878,_instance_hypernym,10323182,1.0,1.0,312.0,166.0,165.0,1
1907,14557898,_synset_domain_topic_of,6043075,1.0,1.0,1339.0,26.0,25.0,1
1908,7849336,_hypernym,7555863,1.0,1.0,7.0,7.0,6.0,1
1909,8154960,_hypernym,8153437,1.0,1.0,6.0,1.0,0.0,1
1910,1677387,_hypernym,1675963,1.0,1.0,40854.0,657.0,656.0,1
1915,8761868,_instance_hypernym,8691669,1.0,1.0,580.0,5.0,4.0,1
1916,766234,_hypernym,745005,1.0,1.0,117.0,138.0,137.0,1
1917,8761244,_has_part,8762104,1.0,1.0,64.0,223.0,222.0,1
1918,12678548,_has_part,7765208,1.0,1.0,27491.0,19762.0,19761.0,1
1919,9027089,_instance_hypernym,8633957,1.0,1.0,60.0,1.0,0.0,1
1920,5271814,_hypernym,5269901,1.0,1.0,339.0,16.0,15.0,1
1921,9069862,_has_part,9070363,1.0,1.0,165.0,649.0,648.0,1
1923,14888310,_hypernym,14731135,1.0,1.0,40833.0,12219.0,12218.0,1
1924,1823279,_hypernym,1507175,1.0,1.0,9.0,2.0,1.0,1
1926,14526182,_hypernym,14524849,4212.0,8419.0,588.0,610.0,-7809.0,0
1927,11924014,_hypernym,11672400,1.0,1.0,213.0,5.0,4.0,1
1928,7714078,_hypernym,7713895,1.0,1.0,40675.0,21521.0,21520.0,1
1929,11771383,_hypernym,11567411,1.0,1.0,2.0,1.0,0.0,1
1930,11942366,_member_meronym,11942487,1.0,1.0,82.0,214.0,213.0,1
1931,194645,_hypernym,191142,1.0,1.0,1768.0,397.0,396.0,1
1932,2694933,_hypernym,918872,1.0,1.0,60.0,13.0,12.0,1
1933,10484858,_synset_domain_topic_of,8441203,1.0,1.0,9.0,1.0,0.0,1
1937,11067885,_instance_hypernym,10515194,1.0,1.0,40731.0,620.0,619.0,1
1938,1176931,_derivationally_related_form,10349243,187.0,85.0,3008.0,1299.0,1214.0,0
1939,879540,_hypernym,2401523,1.0,1.0,2.0,11.0,10.0,1
1940,3763403,_hypernym,3763133,1.0,1.0,25.0,3.0,2.0,1
1941,9114696,_has_part,9115315,1.0,1.0,128.0,734.0,733.0,1
1942,4143712,_hypernym,3265874,1.0,1.0,2686.0,1382.0,1381.0,1
1943,7075172,_member_of_domain_usage,8245425,1.0,1.0,9.0,9194.0,9193.0,1
1944,12366313,_hypernym,13123431,1.0,1.0,15483.0,24206.0,24205.0,1
1945,2619738,_member_meronym,2619861,1.0,1.0,59.0,224.0,223.0,1
1947,1331237,_hypernym,1329239,1.0,1.0,40631.0,4402.0,4401.0,1
1949,5186306,_synset_domain_topic_of,8441203,1.0,1.0,409.0,14.0,13.0,1
1950,5958427,_hypernym,5943300,1.0,1.0,40622.0,551.0,550.0,1
1951,2585489,_hypernym,1803003,1.0,1.0,27.0,10.0,9.0,1
1955,2581957,_has_part,7778938,1.0,1.0,9.0,2.0,1.0,1
1956,8960987,_member_meronym,9721244,1.0,1.0,6.0,19.0,18.0,0
1958,10141811,_hypernym,10162991,1.0,1.0,25373.0,3854.0,3853.0,1
1959,3353281,_hypernym,3405725,1.0,1.0,22.0,3.0,2.0,0
1961,2310895,_derivationally_related_form,5074057,24289.0,27485.0,9185.0,11925.0,-15560.0,0
1962,12673178,_member_meronym,12673328,1.0,1.0,609.0,655.0,654.0,1
1963,607542,_synset_domain_topic_of,3405725,1.0,1.0,13709.0,2303.0,2302.0,1
1965,8645212,_hypernym,8644722,1.0,1.0,14812.0,22013.0,22012.0,1
1967,12860254,_hypernym,11579418,1.0,1.0,12.0,1.0,0.0,1
1968,159880,_derivationally_related_form,5751794,16065.0,30592.0,2001.0,14497.0,-16095.0,0
1969,879764,_hypernym,753428,1.0,1.0,116.0,29.0,28.0,1
1971,1726879,_hypernym,1726172,1.0,1.0,26.0,5.0,4.0,1
1972,12411084,_member_meronym,12418356,1.0,1.0,4.0,18.0,17.0,1
1973,8921850,_has_part,8925957,1.0,1.0,2.0,2.0,1.0,1
1975,1938155,_member_meronym,1938312,8.0,7.0,7.0,6.0,-1.0,0
1977,10383689,_hypernym,10631941,1.0,1.0,18862.0,1453.0,1452.0,1
1978,3974671,_hypernym,4548771,1.0,1.0,30953.0,31345.0,31344.0,1
1979,5747582,_hypernym,5733583,1.0,1.0,7.0,3.0,2.0,1
1980,1465994,_hypernym,8102555,1.0,1.0,10.0,2.0,1.0,1
1981,2110552,_hypernym,2110220,16220.0,2098.0,1250.0,308.0,-1790.0,0
1982,11860801,_hypernym,11573660,1.0,1.0,4.0,1.0,0.0,1
1983,6954183,_hypernym,6953731,1.0,1.0,40897.0,2653.0,2652.0,1
1985,11920867,_hypernym,11579418,1.0,1.0,284.0,3.0,2.0,1
1987,1369758,_also_see,1657977,17.0,93.0,28.0,138.0,45.0,0
1990,14245405,_hypernym,14246359,1.0,1.0,40862.0,38628.0,38627.0,1
1991,8334087,_hypernym,8329453,1.0,1.0,138.0,247.0,246.0,1
1992,1527617,_hypernym,1525720,1.0,1.0,27.0,2.0,1.0,1
1993,4478889,_hypernym,3214253,1.0,1.0,4.0,8.0,7.0,1
1994,3249342,_hypernym,4202417,1.0,1.0,18943.0,1885.0,1884.0,1
1996,5532225,_has_part,5534712,1.0,1.0,1.0,11.0,10.0,1
1998,3278248,_has_part,3033362,1.0,1.0,21.0,68.0,67.0,1
2000,2583211,_member_meronym,2584325,1.0,1.0,2.0,10.0,9.0,1
2001,1949674,_synset_domain_topic_of,815801,1.0,1.0,2.0,1.0,0.0,1
2002,3204558,_synset_domain_topic_of,6128570,1.0,1.0,18469.0,59.0,58.0,1
2003,12501745,_member_meronym,12577000,1.0,1.0,2.0,151.0,150.0,1
2004,3762434,_synset_domain_topic_of,6234825,1.0,1.0,12.0,1.0,0.0,1
2008,5341920,_hypernym,5333777,1.0,1.0,67.0,5.0,4.0,1
2009,2872752,_has_part,4444749,1.0,1.0,1.0,2.0,1.0,1
2011,12770277,_member_meronym,12770529,1.0,1.0,61.0,188.0,187.0,1
2013,9185440,_synset_domain_topic_of,704305,1.0,1.0,9.0,1.0,0.0,1
2014,66397,_hypernym,74624,1.0,1.0,121.0,60.0,59.0,1
2015,13795489,_hypernym,13791389,1.0,1.0,40680.0,5694.0,5693.0,1
2017,8827126,_has_part,9370773,1.0,1.0,1.0,2.0,1.0,1
2018,1238640,_also_see,1909978,6540.0,10989.0,1198.0,610.0,-10379.0,0
2020,8734385,_has_part,8735008,1.0,1.0,82.0,494.0,493.0,1
2021,10524223,_hypernym,10099375,1.0,1.0,113.0,35.0,34.0,1
2022,10707804,_hypernym,9977660,1.0,1.0,362.0,91.0,90.0,1
2023,12290748,_hypernym,11669921,1.0,1.0,2853.0,49.0,48.0,1
2025,4922338,_synset_domain_topic_of,6075527,1.0,1.0,13013.0,202.0,201.0,1
2026,5828552,_synset_domain_topic_of,6136258,1.0,1.0,1292.0,17.0,16.0,1
2028,8959683,_member_of_domain_region,8032594,1.0,1.0,51.0,75.0,74.0,1
2029,8778061,_member_meronym,9705124,1.0,1.0,34.0,19.0,18.0,1
2030,10213429,_synset_domain_topic_of,6136258,1.0,1.0,2.0,1.0,0.0,1
2031,2975212,_hypernym,3094503,1.0,1.0,10.0,2.0,1.0,1
2032,4170037,_hypernym,4576211,1.0,1.0,206.0,27.0,26.0,1
2033,1281154,_instance_hypernym,962129,1.0,1.0,2298.0,583.0,582.0,1
2034,1684337,_hypernym,1659248,1.0,1.0,24.0,11.0,10.0,1
2035,677808,_hypernym,671351,1.0,1.0,295.0,32.0,31.0,1
2036,2116777,_hypernym,2108026,1.0,1.0,12918.0,7571.0,7570.0,1
2037,1708778,_member_meronym,1710348,32.0,493.0,169.0,847.0,354.0,0
2038,8921850,_instance_hypernym,8700255,2.0,1.0,39.0,1.0,0.0,1
2039,15274695,_derivationally_related_form,779360,8.0,2.0,3.0,1.0,-1.0,0
2040,1985128,_hypernym,1976146,1.0,1.0,22.0,3.0,2.0,1
2041,8107191,_synset_domain_topic_of,6037666,1.0,1.0,2.0,1.0,0.0,1
2042,10728624,_hypernym,10307234,1.0,1.0,13.0,3.0,2.0,1
2044,2817650,_hypernym,3563967,1.0,1.0,737.0,74.0,73.0,1
2045,15151255,_hypernym,15144371,1.0,1.0,2.0,1.0,0.0,1
2046,8889191,_instance_hypernym,8691669,28.0,2.0,53.0,2.0,0.0,0
2051,3220692,_hypernym,4295881,1.0,1.0,40556.0,9885.0,9884.0,1
2056,757856,_hypernym,757544,1.0,1.0,63.0,46.0,45.0,1
2057,4906712,_derivationally_related_form,790086,8488.0,11415.0,8077.0,9754.0,-1661.0,0
2059,916274,_hypernym,941990,1.0,1.0,40581.0,980.0,979.0,1
2063,959376,_hypernym,1170962,1.0,1.0,44.0,4.0,3.0,1
2064,160688,_hypernym,160532,1.0,1.0,3.0,6.0,5.0,1
2065,12445848,_member_meronym,12446519,1.0,1.0,17.0,1.0,0.0,1
2066,12130408,_member_meronym,12130549,1.0,1.0,42.0,43.0,42.0,1
2068,4220344,_hypernym,3763133,1.0,1.0,141.0,16.0,15.0,1
2069,1692143,_hypernym,1657723,1.0,1.0,15.0,2.0,1.0,1
2072,12356395,_hypernym,12205694,1.0,1.0,335.0,15.0,14.0,1
2074,1988755,_hypernym,1575675,27073.0,31053.0,18857.0,18542.0,-12511.0,0
2075,11643506,_hypernym,15098161,1.0,1.0,40747.0,788.0,787.0,1
2078,11083656,_instance_hypernym,9537144,1.0,1.0,4499.0,27393.0,27392.0,1
2080,6472025,_hypernym,6470073,1.0,1.0,10857.0,8387.0,8386.0,1
2081,10144838,_hypernym,10787470,1.0,1.0,310.0,16.0,15.0,1
2082,9798811,_synset_domain_topic_of,6453849,3.0,1.0,74.0,18.0,17.0,1
2084,3682487,_has_part,2865931,1.0,1.0,906.0,773.0,772.0,1
2089,13292787,_hypernym,13290676,1.0,1.0,454.0,66.0,65.0,1
2092,229260,_hypernym,209943,1.0,1.0,3.0,5.0,4.0,1
2093,7560903,_derivationally_related_form,10012484,3.0,3.0,2.0,3.0,0.0,0
2094,8860123,_member_of_domain_region,7933799,1.0,1.0,1.0,9251.0,9250.0,1
2095,9796809,_hypernym,7846,1.0,1.0,40323.0,425.0,424.0,1
2097,602805,_hypernym,599992,1.0,1.0,84.0,63.0,62.0,1
2098,2590072,_hypernym,1158872,1.0,1.0,14095.0,2107.0,2106.0,1
2099,2130524,_also_see,661824,74.0,144.0,32.0,72.0,-72.0,0
2101,6335162,_hypernym,7013549,1.0,1.0,616.0,2393.0,2392.0,1
2102,8948155,_has_part,8948346,1.0,1.0,4.0,14.0,13.0,1
2103,1388653,_hypernym,1387786,1.0,1.0,40650.0,667.0,666.0,1
2104,6156968,_hypernym,6153846,1.0,1.0,186.0,36.0,35.0,1
2105,1479643,_hypernym,8103777,1.0,1.0,13.0,1.0,0.0,1
2108,11693566,_member_meronym,11695485,1.0,1.0,2.0,3.0,2.0,1
2112,5830059,_hypernym,5829480,1.0,1.0,38.0,47.0,46.0,1
2113,1726960,_member_meronym,1733346,1.0,1.0,2.0,22.0,21.0,1
2116,12231031,_member_meronym,12231192,1.0,1.0,26.0,80.0,79.0,1
2120,1772960,_hypernym,1759326,1.0,1.0,19.0,7.0,6.0,1
2121,6575932,_hypernym,6568978,1.0,1.0,39.0,6.0,5.0,1
2122,4559275,_hypernym,4564698,1.0,1.0,4900.0,2629.0,2628.0,1
2123,3355468,_hypernym,3343354,1.0,1.0,40843.0,21725.0,21724.0,1
2124,7301336,_hypernym,7314427,1.0,1.0,6784.0,3797.0,3796.0,1
2126,10711483,_synset_domain_topic_of,523513,1.0,1.0,104.0,1.0,0.0,1
2129,11768816,_hypernym,13112664,1.0,1.0,39567.0,444.0,443.0,1
2130,2690708,_hypernym,2655135,1.0,1.0,175.0,44.0,43.0,1
2131,4169707,_hypernym,3699975,1.0,1.0,3951.0,398.0,397.0,1
2132,7409121,_hypernym,7308563,1.0,1.0,129.0,57.0,56.0,1
2133,105164,_hypernym,104539,1.0,1.0,12.0,2.0,1.0,1
2134,6845599,_member_of_domain_usage,3048094,1.0,1.0,32.0,40443.0,40442.0,1
2135,10470460,_hypernym,10752093,1.0,1.0,241.0,62.0,61.0,1
2136,1556671,_member_meronym,1559964,1.0,1.0,26.0,105.0,104.0,1
2137,841125,_hypernym,831651,1.0,1.0,1195.0,165.0,164.0,1
2138,1649948,_member_meronym,1651370,1.0,1.0,2.0,12.0,11.0,1
2139,4379243,_has_part,4381994,1.0,1.0,9977.0,6879.0,6878.0,1
2140,1282142,_hypernym,1282545,1.0,1.0,294.0,169.0,168.0,1
2142,4667406,_hypernym,4616059,1.0,1.0,3979.0,80.0,79.0,1
2144,1920735,_hypernym,1918010,1.0,1.0,64.0,15.0,14.0,1
2146,7338552,_hypernym,7339329,1.0,1.0,126.0,7.0,6.0,1
2148,4376400,_hypernym,3614532,1.0,1.0,30.0,18.0,17.0,1
2150,1573515,_also_see,1573891,1.0,3.0,3.0,6.0,3.0,1
2151,3009269,_hypernym,3538634,1.0,1.0,41.0,47.0,46.0,1
2152,8972521,_member_of_domain_region,10525878,1.0,1.0,4.0,1.0,0.0,1
2154,4070727,_hypernym,4580493,1.0,1.0,2494.0,4229.0,4228.0,1
2155,7124340,_member_of_domain_usage,846021,77.0,768.0,7.0,98.0,-670.0,0
2156,10200047,_hypernym,9917593,1.0,1.0,24667.0,1411.0,1410.0,1
2158,1176540,_hypernym,1170962,1.0,1.0,40696.0,1820.0,1819.0,1
2160,12972629,_hypernym,8103777,1.0,1.0,97.0,5.0,4.0,1
2161,819024,_hypernym,817680,1.0,1.0,28.0,8.0,7.0,1
2162,4781349,_hypernym,4780958,1.0,1.0,9154.0,3454.0,3453.0,1
2164,2189535,_member_meronym,2189670,1.0,1.0,13.0,19.0,18.0,1
2165,13615557,_hypernym,13615036,1.0,1.0,26627.0,33869.0,33868.0,1
2166,12619306,_member_meronym,12653056,1.0,1.0,3.0,79.0,78.0,1
2167,2465929,_hypernym,5299178,1.0,1.0,3172.0,1168.0,1167.0,1
2169,2493030,_hypernym,1845229,1.0,1.0,148.0,95.0,94.0,1
2171,2029571,_hypernym,1507175,1.0,1.0,20.0,2.0,1.0,1
2173,9023118,_instance_hypernym,8696931,1.0,1.0,3.0,1.0,0.0,1
2174,6845599,_member_of_domain_usage,4135710,1.0,1.0,50.0,33330.0,33329.0,1
2175,11168645,_instance_hypernym,10292316,1.0,1.0,3.0,2.0,1.0,1
2177,913705,_hypernym,923444,1.0,1.0,315.0,165.0,164.0,1
2178,9071349,_instance_hypernym,9303008,1.0,1.0,94.0,360.0,359.0,1
2179,3234164,_hypernym,4508489,1.0,1.0,42.0,5.0,4.0,1
2180,10780632,_hypernym,10787470,1.0,1.0,311.0,79.0,78.0,1
2181,8792083,_instance_hypernym,8574314,1.0,1.0,104.0,2.0,1.0,1
2182,7431683,_hypernym,7430211,1.0,1.0,40759.0,35206.0,35205.0,1
2183,695475,_hypernym,695226,1.0,1.0,71.0,64.0,63.0,1
2184,14560612,_hypernym,14560360,1.0,1.0,16644.0,23763.0,23762.0,1
2186,15184008,_hypernym,15184755,1.0,1.0,32.0,6.0,5.0,1
2187,10702307,_synset_domain_topic_of,8199025,1.0,1.0,33.0,1.0,0.0,1
2189,5513529,_has_part,5521636,1.0,1.0,9.0,63.0,62.0,1
2190,6452601,_instance_hypernym,6429590,1.0,1.0,24.0,2.0,1.0,1
2192,3420935,_hypernym,3575691,1.0,1.0,8069.0,31393.0,31392.0,1
2195,17222,_has_part,9305358,1.0,1.0,36.0,465.0,464.0,1
2196,11867525,_member_meronym,11884198,1.0,1.0,1.0,23.0,22.0,1
2199,11124472,_instance_hypernym,10664340,1.0,1.0,40860.0,29774.0,29773.0,1
2200,3536348,_hypernym,4362025,1.0,1.0,598.0,115.0,114.0,1
2201,12813870,_member_meronym,12814003,1.0,1.0,1021.0,799.0,798.0,1
2204,3565402,_hypernym,3129123,1.0,1.0,17611.0,12065.0,12064.0,1
2205,13537429,_synset_domain_topic_of,17222,1.0,1.0,1931.0,57.0,56.0,1
2206,6682794,_hypernym,6681551,1.0,1.0,10398.0,2283.0,2282.0,1
2207,6605046,_member_of_domain_usage,95873,1.0,1.0,1100.0,12260.0,12259.0,1
2209,3791235,_has_part,2974003,1.0,1.0,22.0,121.0,120.0,1
2217,2388403,_hypernym,474017,1.0,1.0,6.0,5.0,4.0,1
2218,6540863,_hypernym,6539502,1.0,1.0,189.0,48.0,47.0,1
2219,1076863,_synset_domain_topic_of,8199025,1.0,1.0,25072.0,63.0,62.0,1
2220,13262663,_has_part,13289159,12513.0,19465.0,1422.0,1265.0,-18200.0,0
2221,4978561,_synset_domain_topic_of,6128570,1.0,1.0,23052.0,61.0,60.0,1
2222,8364959,_hypernym,8366753,1.0,1.0,9462.0,10575.0,10574.0,1
2223,11219121,_instance_hypernym,10515194,1.0,1.0,26541.0,640.0,639.0,1
2224,9720033,_hypernym,9686536,1.0,1.0,5.0,2.0,1.0,1
2225,3992703,_hypernym,2997607,1.0,1.0,40723.0,11614.0,11613.0,1
2226,8860123,_member_of_domain_region,10786992,1.0,1.0,1.0,482.0,481.0,1
2227,15184755,_hypernym,15183802,1.0,1.0,93.0,40.0,39.0,1
2228,399393,_derivationally_related_form,2433549,36302.0,38696.0,47.0,76.0,-38620.0,0
2230,11705052,_hypernym,13162297,1.0,1.0,40785.0,7232.0,7231.0,1
2231,8062623,_derivationally_related_form,967625,1.0,2.0,1.0,1.0,-1.0,0
2233,1534147,_hypernym,126264,1.0,1.0,462.0,38.0,37.0,1
2235,8268321,_hypernym,7999699,1.0,1.0,25.0,12.0,11.0,1
2236,1279615,_instance_hypernym,956485,1.0,1.0,6.0,1.0,0.0,1
2238,2909870,_hypernym,4531098,1.0,1.0,260.0,115.0,114.0,1
2239,2834778,_has_part,2835915,1.0,1.0,31.0,571.0,570.0,1
2241,3265874,_hypernym,4076846,1.0,1.0,579.0,136.0,135.0,1
2244,1449796,_hypernym,240810,1.0,1.0,12447.0,22816.0,22815.0,1
2245,8241798,_member_meronym,9885676,1.0,1.0,30649.0,2304.0,2303.0,1
2246,5421997,_hypernym,5418717,1.0,1.0,40638.0,585.0,584.0,1
2247,2010698,_hypernym,2009433,1.0,1.0,23571.0,1288.0,1287.0,1
2249,1664244,_hypernym,1657723,1.0,1.0,10.0,1.0,0.0,1
2250,12398682,_member_meronym,12398990,1.0,1.0,15.0,19.0,18.0,1
2251,1739263,_synset_domain_topic_of,911048,1.0,1.0,41.0,4.0,3.0,1
2252,8841667,_member_meronym,9727826,1.0,1.0,329.0,1096.0,1095.0,1
2255,12322887,_member_meronym,12328026,1.0,1.0,2.0,3.0,2.0,1
2257,10245863,_hypernym,9805475,1.0,1.0,14826.0,9468.0,9467.0,1
2258,3688943,_hypernym,4341686,1.0,1.0,17053.0,603.0,602.0,1
2259,6278830,_hypernym,6278662,1.0,1.0,572.0,1498.0,1497.0,1
2262,12715914,_hypernym,13104059,1.0,1.0,1399.0,28.0,27.0,1
2263,12723610,_hypernym,13118707,1.0,1.0,720.0,10.0,9.0,1
2264,12437311,_member_meronym,12437513,1.0,1.0,1794.0,461.0,460.0,1
2265,11415842,_hypernym,11410625,1.0,1.0,141.0,9.0,8.0,1
2267,1463340,_hypernym,1462928,1.0,1.0,103.0,242.0,241.0,1
2268,5699770,_hypernym,5698247,1.0,1.0,40616.0,6596.0,6595.0,1
2269,4850117,_hypernym,4847733,1.0,1.0,18017.0,14878.0,14877.0,1
2270,334509,_hypernym,331950,1.0,1.0,293.0,14.0,13.0,1
2271,1276436,_instance_hypernym,956485,1.0,1.0,5.0,1.0,0.0,1
2274,8788004,_instance_hypernym,8574314,1.0,1.0,8.0,1.0,0.0,1
2275,11703386,_member_meronym,11703669,35.0,57.0,27.0,55.0,-2.0,0
2276,11204962,_instance_hypernym,10705615,1.0,1.0,143.0,11.0,10.0,1
2277,6284225,_hypernym,13809207,1.0,1.0,1229.0,166.0,165.0,1
2278,5223550,_synset_domain_topic_of,6057539,1.0,1.0,41.0,1.0,0.0,1
2279,9433952,_hypernym,9190918,1.0,1.0,243.0,127.0,126.0,1
2282,5460870,_has_part,5285623,1.0,1.0,155.0,348.0,347.0,1
2284,7723330,_hypernym,7709333,1.0,1.0,963.0,51.0,50.0,1
